	index
870	TCGA-CM-6680-01
871	TCGA-60-2723-01
872	TCGA-EL-A4K4-01
873	TCGA-E2-A15F-01
874	TCGA-2Z-A9J2-01
875	TCGA-A2-A04Q-01
876	TCGA-A8-A084-01
877	TCGA-4Z-AA86-01
878	TCGA-CZ-5468-01
879	TCGA-CE-A3MD-01
880	TCGA-AC-A3W6-01
881	TCGA-P3-A5QE-01
882	TCGA-77-A5G7-01
883	TCGA-CH-5738-01
884	TCGA-BH-A0H0-01
885	TCGA-BH-A0HK-01
886	TCGA-FC-A6HD-01
887	TCGA-GC-A3I6-01
888	TCGA-DM-A288-01
889	TCGA-DA-A1IC-06
890	TCGA-EM-A4FH-01
891	TCGA-A8-A06Y-01
892	TCGA-FD-A6TA-01
893	TCGA-DJ-A13S-01
894	TCGA-EQ-A4SO-01
895	TCGA-BA-6872-01
896	TCGA-EJ-A65M-01
897	TCGA-CU-A3QU-01
898	TCGA-D7-5578-01
899	TCGA-DF-A2KU-01
900	TCGA-5B-A90C-01
901	TCGA-Z7-A8R5-01
902	TCGA-BR-8676-01
903	TCGA-A8-A0A6-01
904	TCGA-DS-A3LQ-01
905	TCGA-DK-AA6M-01
906	TCGA-BR-4370-01
907	TCGA-12-5295-01
908	TCGA-C8-A27B-01
909	TCGA-L5-A8NE-01
910	TCGA-G7-A8LD-01
911	TCGA-US-A779-01
912	TCGA-AX-A3FW-01
913	TCGA-E5-A4U1-01
914	TCGA-DD-AAEG-01
915	TCGA-55-6984-01
916	TCGA-DU-7011-01
917	TCGA-ER-A42K-06
918	TCGA-E5-A2PC-01
919	TCGA-FV-A495-01
920	TCGA-44-7672-01
921	TCGA-44-A4SS-01
922	TCGA-85-8287-01
923	TCGA-39-5021-01
924	TCGA-E1-A7YV-01
925	TCGA-FP-A4BF-01
926	TCGA-06-2559-01
927	TCGA-TQ-A7RU-01
928	TCGA-VM-A8C8-01
929	TCGA-RD-A8MV-01
930	TCGA-CF-A47X-01
931	TCGA-AR-A2LM-01
932	TCGA-AC-A3TM-01
933	TCGA-EA-A50E-01
934	TCGA-85-8352-01
935	TCGA-FK-A4UB-01
936	TCGA-A8-A08O-01
937	TCGA-FW-A5DY-06
938	TCGA-YL-A9WI-01
939	TCGA-14-1034-01
940	TCGA-DK-A1AC-01
941	TCGA-13-0924-01
942	TCGA-KB-A93J-01
943	TCGA-CM-4744-01
944	TCGA-B8-5545-01
945	TCGA-EA-A5ZD-01
946	TCGA-50-5044-01
947	TCGA-QH-A6XA-01
948	TCGA-VS-A8EG-01
949	TCGA-D8-A27P-01
950	TCGA-13-0714-01
951	TCGA-39-5031-01
952	TCGA-UF-A7JV-01
953	TCGA-AC-A23H-01
954	TCGA-D9-A1X3-06
955	TCGA-BH-A203-01
956	TCGA-85-6561-01
957	TCGA-HD-A633-01
958	TCGA-E2-A10B-01
959	TCGA-C5-A2M1-01
960	TCGA-D3-A3MO-06
961	TCGA-16-0846-01
962	TCGA-ET-A2N3-01
963	TCGA-63-A5MY-01
964	TCGA-ZG-A8QZ-01
965	TCGA-A8-A08T-01
966	TCGA-E9-A1R6-01
967	TCGA-G9-7521-01
968	TCGA-2A-A8VV-01
969	TCGA-56-8201-01
970	TCGA-2J-AABR-01
971	TCGA-86-7953-01
972	TCGA-ZF-AA4N-01
973	TCGA-EL-A3GS-01
974	TCGA-ZJ-AAXF-01
975	TCGA-QH-A6CY-01
976	TCGA-ET-A40P-01
977	TCGA-BR-8361-01
978	TCGA-FG-A70Z-01
979	TCGA-S3-AA0Z-01
980	TCGA-DD-AACU-01
981	TCGA-DU-A6S2-01
982	TCGA-LL-A440-01
983	TCGA-GN-A4U7-06
984	TCGA-EP-A2KB-01
985	TCGA-18-3410-01
986	TCGA-67-3774-01
987	TCGA-56-A5DS-01
988	TCGA-G9-6364-01
989	TCGA-DD-AAW0-01
990	TCGA-UZ-A9PZ-01
991	TCGA-MP-A4TA-01
992	TCGA-67-3770-01
993	TCGA-50-5068-01
994	TCGA-FY-A4B4-01
995	TCGA-CD-8528-01
996	TCGA-CQ-6223-01
997	TCGA-G2-A3IE-01
998	TCGA-FS-A1ZU-06
999	TCGA-BH-A0RX-01
1000	TCGA-A4-7997-01
1001	TCGA-G9-6499-01
1002	TCGA-IA-A83T-01
1003	TCGA-AM-5820-01
1004	TCGA-GJ-A3OU-01
1005	TCGA-55-6981-01
1006	TCGA-78-8640-01
1007	TCGA-FS-A1ZK-06
1008	TCGA-CN-5360-01
1009	TCGA-55-6970-01
1010	TCGA-49-AAR3-01
1011	TCGA-JW-A5VL-01
1012	TCGA-B6-A0I5-01
1013	TCGA-BH-A0H7-01
1014	TCGA-BJ-A2N8-01
1015	TCGA-IG-A4QT-01
1016	TCGA-EY-A2OO-01
1017	TCGA-C5-A1M8-01
1018	TCGA-DB-A4XH-01
1019	TCGA-A4-7287-01
1020	TCGA-EM-A22I-01
1021	TCGA-ED-A8O6-01
1022	TCGA-UZ-A9PO-01
1023	TCGA-AC-A2BK-01
1024	TCGA-21-1077-01
1025	TCGA-LL-A6FP-01
1026	TCGA-A1-A0SI-01
1027	TCGA-FV-A3I0-01
1028	TCGA-46-3768-01
1029	TCGA-CV-7247-01
1030	TCGA-BH-A18U-01
1031	TCGA-FD-A6TB-01
1032	TCGA-77-8130-01
1033	TCGA-3A-A9IS-01
1034	TCGA-FD-A3N5-01
1035	TCGA-LC-A66R-01
1036	TCGA-DU-7294-01
1037	TCGA-DD-AAEE-01
1038	TCGA-24-1551-01
1039	TCGA-EJ-7115-01
1040	TCGA-DU-A7T8-01
1041	TCGA-DB-A4XB-01
1042	TCGA-EM-A3AR-01
1043	TCGA-EK-A2PK-01
1044	TCGA-CV-7423-01
1045	TCGA-KS-A4I9-01
1046	TCGA-C5-A1MF-01
1047	TCGA-NC-A5HO-01
1048	TCGA-HT-7884-01
1049	TCGA-EE-A3AB-06
1050	TCGA-CR-7365-01
1051	TCGA-BR-8367-01
1052	TCGA-FR-A729-06
1053	TCGA-V1-A8MG-01
1054	TCGA-HC-7231-01
1055	TCGA-AH-6544-01
1056	TCGA-EK-A2H0-01
1057	TCGA-A8-A08A-01
1058	TCGA-YG-AA3P-06
1059	TCGA-DD-AACE-01
1060	TCGA-86-A456-01
1061	TCGA-AH-6547-01
1062	TCGA-MU-A5YI-01
1063	TCGA-22-4607-01
1064	TCGA-YL-A8HO-01
1065	TCGA-FU-A3TQ-01
1066	TCGA-B0-5706-01
1067	TCGA-HU-A4G9-01
1068	TCGA-CH-5741-01
1069	TCGA-FP-8631-01
1070	TCGA-EJ-7782-01
1071	TCGA-86-A4JF-01
1072	TCGA-CV-7097-01
1073	TCGA-FU-A3TX-01
1074	TCGA-KP-A3W4-01
1075	TCGA-55-8205-01
1076	TCGA-29-A5NZ-01
1077	TCGA-V1-A9O7-01
1078	TCGA-IG-A7DP-01
1079	TCGA-VQ-A94U-01
1080	TCGA-2Y-A9GX-01
1081	TCGA-86-8281-01
1082	TCGA-AX-A05W-01
1083	TCGA-G6-A8L7-01
1084	TCGA-2J-AAB6-01
1085	TCGA-A2-A0ET-01
1086	TCGA-33-4586-01
1087	TCGA-IZ-8195-01
1088	TCGA-37-A5EL-01
1089	TCGA-85-6798-01
1090	TCGA-MA-AA41-01
1091	TCGA-AZ-6603-01
1092	TCGA-A4-8517-01
1093	TCGA-D7-6518-01
1094	TCGA-GC-A3YS-01
1095	TCGA-HT-8105-01
1096	TCGA-O2-A52N-01
1097	TCGA-EM-A4G1-01
1098	TCGA-FG-A87N-01
1099	TCGA-25-1321-01
1100	TCGA-EW-A1IW-01
1101	TCGA-33-AAS8-01
1102	TCGA-4J-AA1J-01
1103	TCGA-49-4488-01
1104	TCGA-2Y-A9GY-01
1105	TCGA-EE-A183-06
1106	TCGA-HZ-A8P1-01
1107	TCGA-FR-A3YN-06
1108	TCGA-44-A479-01
1109	TCGA-CR-7385-01
1110	TCGA-EW-A1P5-01
1111	TCGA-B9-4115-01
1112	TCGA-Z6-A9VB-01
1113	TCGA-L5-A8NI-01
1114	TCGA-FS-A4FD-06
1115	TCGA-AF-6672-01
1116	TCGA-K4-A5RJ-01
1117	TCGA-26-5132-01
1118	TCGA-VP-A87D-01
1119	TCGA-Q1-A5R2-01
1120	TCGA-BC-A10R-01
1121	TCGA-10-0937-01
1122	TCGA-85-6175-01
1123	TCGA-DD-AAE3-01
1124	TCGA-A4-8312-01
1125	TCGA-BR-8296-01
1126	TCGA-MH-A855-01
1127	TCGA-CJ-4636-01
1128	TCGA-50-8459-01
1129	TCGA-E2-A15K-01
1130	TCGA-CZ-4859-01
1131	TCGA-C5-A7CM-01
1132	TCGA-ET-A3BU-01
1133	TCGA-BR-A4J9-01
1134	TCGA-D8-A1JH-01
1135	TCGA-S3-AA14-01
1136	TCGA-AO-A0JC-01
1137	TCGA-DM-A0X9-01
1138	TCGA-68-A59J-01
1139	TCGA-D5-6533-01
1140	TCGA-L5-A88Z-01
1141	TCGA-KK-A6E5-01
1142	TCGA-D8-A1XA-01
1143	TCGA-97-7938-01
1144	TCGA-L6-A4EP-01
1145	TCGA-CV-7101-01
1146	TCGA-A8-A07J-01
1147	TCGA-CH-5762-01
1148	TCGA-50-5946-01
1149	TCGA-C5-A8YQ-01
1150	TCGA-F2-A7TX-01
1151	TCGA-W3-A828-06
1152	TCGA-CG-4306-01
1153	TCGA-H9-A6BX-01
1154	TCGA-C8-A8HQ-01
1155	TCGA-66-2759-01
1156	TCGA-DJ-A2PQ-01
1157	TCGA-RP-A695-06
1158	TCGA-NH-A6GB-01
1159	TCGA-E1-A7YJ-01
1160	TCGA-85-7696-01
1161	TCGA-AC-A2QJ-01
1162	TCGA-SU-A7E7-01
1163	TCGA-VS-A9V1-01
1164	TCGA-CV-7180-01
1165	TCGA-HT-8107-01
1166	TCGA-50-6592-01
1167	TCGA-BP-5201-01
1168	TCGA-09-1673-01
1169	TCGA-JX-A3Q0-01
1170	TCGA-EL-A3N3-01
1171	TCGA-18-3407-01
1172	TCGA-EE-A2MD-06
1173	TCGA-24-1431-01
1174	TCGA-BT-A20X-01
1175	TCGA-KK-A7B0-01
1176	TCGA-CC-A7IH-01
1177	TCGA-AC-A5EH-01
1178	TCGA-AR-A2LN-01
1179	TCGA-A7-A4SF-01
1180	TCGA-B0-5120-01
1181	TCGA-C5-A8YT-01
1182	TCGA-CZ-5463-01
1183	TCGA-QF-A5YS-01
1184	TCGA-DJ-A3V8-01
1185	TCGA-86-8075-01
1186	TCGA-BH-A0AV-01
1187	TCGA-CS-4941-01
1188	TCGA-B6-A0WW-01
1189	TCGA-J4-A83K-01
1190	TCGA-S3-A6ZG-01
1191	TCGA-A8-A07R-01
1192	TCGA-SX-A7SM-01
1193	TCGA-BH-A18H-01
1194	TCGA-F7-A50J-01
1195	TCGA-DU-8166-01
1196	TCGA-UY-A78N-01
1197	TCGA-AH-6644-01
1198	TCGA-CA-5797-01
1199	TCGA-AK-3456-01
1200	TCGA-4Z-AA83-01
1201	TCGA-BA-4078-01
1202	TCGA-75-5122-01
1203	TCGA-TQ-A7RF-01
1204	TCGA-12-3653-01
1205	TCGA-HE-A5NJ-01
1206	TCGA-AO-A12A-01
1207	TCGA-60-2698-01
1208	TCGA-B6-A0X7-01
1209	TCGA-2A-A8W1-01
1210	TCGA-CJ-5684-01
1211	TCGA-D7-6822-01
1212	TCGA-E2-A1LG-01
1213	TCGA-DK-A1AB-01
1214	TCGA-DY-A1DF-01
1215	TCGA-S3-AA11-01
1216	TCGA-DJ-A3V7-01
1217	TCGA-AC-A62X-01
1218	TCGA-DB-5270-01
1219	TCGA-CZ-5986-01
1220	TCGA-50-5942-01
1221	TCGA-BR-8059-01
1222	TCGA-E2-A1LL-01
1223	TCGA-E2-A15E-01
1224	TCGA-CX-7085-01
1225	TCGA-B8-4621-01
1226	TCGA-NC-A5HN-01
1227	TCGA-BR-8382-01
1228	TCGA-VS-A8QF-01
1229	TCGA-DG-A2KH-01
1230	TCGA-FT-A61P-01
1231	TCGA-J4-A6M7-01
1232	TCGA-44-3919-01
1233	TCGA-EJ-5518-01
1234	TCGA-GC-A6I3-01
1235	TCGA-DD-AAC9-01
1236	TCGA-CD-5800-01
1237	TCGA-A8-A075-01
1238	TCGA-DU-7012-01
1239	TCGA-R6-A6XQ-01
1240	TCGA-31-1950-01
1241	TCGA-E9-A1N8-01
1242	TCGA-58-A46M-01
1243	TCGA-CH-5792-01
1244	TCGA-J7-A8I2-01
1245	TCGA-AR-A2LR-01
1246	TCGA-AF-4110-01
1247	TCGA-CH-5791-01
1248	TCGA-CG-4305-01
1249	TCGA-HC-7230-01
1250	TCGA-DK-A6B6-01
1251	TCGA-32-2615-01
1252	TCGA-P4-A5EA-01
1253	TCGA-HC-A632-01
1254	TCGA-HZ-8637-01
1255	TCGA-VN-A88M-01
1256	TCGA-06-2564-01
1257	TCGA-G3-A25Y-01
1258	TCGA-CL-5918-01
1259	TCGA-15-1444-01
1260	TCGA-52-7809-01
1261	TCGA-B0-5110-01
1262	TCGA-CN-6016-01
1263	TCGA-FG-7641-01
1264	TCGA-R8-A73M-01
1265	TCGA-55-7283-01
1266	TCGA-D3-A2JA-06
1267	TCGA-94-7943-01
1268	TCGA-RD-A7BW-01
1269	TCGA-E9-A6HE-01
1270	TCGA-CA-6715-01
1271	TCGA-ER-A198-06
1272	TCGA-P4-AAVL-01
1273	TCGA-HC-7081-01
1274	TCGA-E1-5303-01
1275	TCGA-69-8255-01
1276	TCGA-D1-A2G0-01
1277	TCGA-BR-8060-01
1278	TCGA-CV-5439-01
1279	TCGA-C8-A26Z-01
1280	TCGA-B6-A0X4-01
1281	TCGA-YC-A89H-01
1282	TCGA-CW-5581-01
1283	TCGA-C5-A1BK-01
1284	TCGA-DD-A3A4-01
1285	TCGA-CV-7243-01
1286	TCGA-43-6770-01
1287	TCGA-A3-A8OV-01
1288	TCGA-EK-A2GZ-01
1289	TCGA-13-0890-01
1290	TCGA-A4-A5Y1-01
1291	TCGA-TN-A7HI-01
1292	TCGA-D7-6520-01
1293	TCGA-BJ-A45E-01
1294	TCGA-21-1080-01
1295	TCGA-B8-A8YJ-01
1296	TCGA-13-0886-01
1297	TCGA-CV-A6JE-01
1298	TCGA-58-8390-01
1299	TCGA-22-4594-01
1300	TCGA-FE-A3PB-01
1301	TCGA-BH-A28O-01
1302	TCGA-AQ-A04H-01
1303	TCGA-HZ-8002-01
1304	TCGA-EA-A4BA-01
1305	TCGA-06-0184-01
1306	TCGA-KK-A6E6-01
1307	TCGA-VQ-A8E3-01
1308	TCGA-EE-A29L-06
1309	TCGA-TM-A84J-01
1310	TCGA-FG-5962-01
1311	TCGA-J4-A6G1-01
1312	TCGA-CE-A481-01
1313	TCGA-NC-A5HP-01
1314	TCGA-B8-5163-01
1315	TCGA-DD-A73D-01
1316	TCGA-C5-A1M6-01
1317	TCGA-ED-A66Y-01
1318	TCGA-O9-A75Z-01
1319	TCGA-LN-A49N-01
1320	TCGA-B6-A0RP-01
1321	TCGA-55-8621-01
1322	TCGA-BC-A217-01
1323	TCGA-D3-A3CB-06
1324	TCGA-BB-4227-01
1325	TCGA-A3-3347-01
1326	TCGA-A2-A0YJ-01
1327	TCGA-DA-A1I5-06
1328	TCGA-E1-A7Z6-01
1329	TCGA-TM-A84B-01
1330	TCGA-E1-5311-01
1331	TCGA-BT-A20O-01
1332	TCGA-AP-A3K1-01
1333	TCGA-4Z-AA89-01
1334	TCGA-D5-6537-01
1335	TCGA-UZ-A9PP-01
1336	TCGA-AO-A03V-01
1337	TCGA-FP-8209-01
1338	TCGA-CL-5917-01
1339	TCGA-44-A47A-01
1340	TCGA-D3-A8GC-06
1341	TCGA-90-7766-01
1342	TCGA-55-7728-01
1343	TCGA-LN-A49W-01
1344	TCGA-CS-4943-01
1345	TCGA-22-0944-01
1346	TCGA-S9-A6WM-01
1347	TCGA-73-4675-01
1348	TCGA-91-6840-01
1349	TCGA-TM-A84Q-01
1350	TCGA-CF-A47T-01
1351	TCGA-CR-7390-01
1352	TCGA-61-2012-01
1353	TCGA-BP-5185-01
1354	TCGA-EQ-8122-01
1355	TCGA-NJ-A4YF-01
1356	TCGA-29-1688-01
1357	TCGA-IG-A3YC-01
1358	TCGA-BC-4073-01
1359	TCGA-HT-8106-01
1360	TCGA-25-2396-01
1361	TCGA-44-7661-01
1362	TCGA-HW-A5KK-01
1363	TCGA-29-1781-01
1364	TCGA-25-2398-01
1365	TCGA-CV-A6JT-01
1366	TCGA-D7-A74A-01
1367	TCGA-DD-AAE2-01
1368	TCGA-AS-3778-01
1369	TCGA-A2-A0YE-01
1370	TCGA-DW-7842-01
1371	TCGA-VS-A9UU-01
1372	TCGA-E2-A1LE-01
1373	TCGA-FD-A3SM-01
1374	TCGA-NI-A8LF-01
1375	TCGA-ET-A3DS-01
1376	TCGA-EL-A3T7-01
1377	TCGA-AG-3725-01
1378	TCGA-64-5815-01
1379	TCGA-97-A4M3-01
1380	TCGA-V1-A9Z9-01
1381	TCGA-67-3771-01
1382	TCGA-CC-A9FS-01
1383	TCGA-G2-A2EF-01
1384	TCGA-KP-A3VZ-01
1385	TCGA-BH-A18R-01
1386	TCGA-VS-A8EB-01
1387	TCGA-06-0178-01
1388	TCGA-30-1718-01
1389	TCGA-G2-A3IB-01
1390	TCGA-EE-A2GN-06
1391	TCGA-75-7025-01
1392	TCGA-DK-AA6W-01
1393	TCGA-HP-A5MZ-01
1394	TCGA-S9-A6U0-01
1395	TCGA-46-6026-01
1396	TCGA-78-7145-01
1397	TCGA-06-5415-01
1398	TCGA-CS-6668-01
1399	TCGA-E8-A437-01
1400	TCGA-F7-8298-01
1401	TCGA-QK-A6VC-01
1402	TCGA-JW-A5VG-01
1403	TCGA-BH-A18Q-01
1404	TCGA-25-2391-01
1405	TCGA-73-4670-01
1406	TCGA-AO-A0JE-01
1407	TCGA-44-A4SU-01
1408	TCGA-F2-7276-01
1409	TCGA-E7-A8O7-01
1410	TCGA-62-A472-01
1411	TCGA-13-0888-01
1412	TCGA-VR-AA7B-01
1413	TCGA-UY-A9PD-01
1414	TCGA-78-7150-01
1415	TCGA-HC-7748-01
1416	TCGA-BK-A26L-01
1417	TCGA-DY-A0XA-01
1418	TCGA-B8-4622-01
1419	TCGA-AM-5821-01
1420	TCGA-B2-3923-01
1421	TCGA-CN-4740-01
1422	TCGA-97-7937-01
1423	TCGA-EJ-AB27-01
1424	TCGA-LP-A4AV-01
1425	TCGA-B1-A47M-01
1426	TCGA-AR-A1AU-01
1427	TCGA-CA-5256-01
1428	TCGA-C5-A7UC-01
1429	TCGA-HU-8604-01
1430	TCGA-NJ-A55A-01
1431	TCGA-EM-A3FL-01
1432	TCGA-W9-A837-01
1433	TCGA-CV-7440-01
1434	TCGA-HU-A4G8-01
1435	TCGA-D3-A2JH-06
1436	TCGA-CM-6170-01
1437	TCGA-41-4097-01
1438	TCGA-D1-A3DH-01
1439	TCGA-IN-A6RJ-01
1440	TCGA-AC-A2BM-01
1441	TCGA-DB-A75K-01
1442	TCGA-85-A53L-01
1443	TCGA-E1-5307-01
1444	TCGA-AZ-6601-01
1445	TCGA-85-8350-01
1446	TCGA-EL-A3H7-01
1447	TCGA-BJ-A3PT-01
1448	TCGA-BB-A5HZ-01
1449	TCGA-D3-A2JC-06
1450	TCGA-EM-A4FM-01
1451	TCGA-DD-A113-01
1452	TCGA-06-0130-01
1453	TCGA-06-5414-01
1454	TCGA-43-3394-01
1455	TCGA-BT-A3PH-01
1456	TCGA-EE-A2MJ-06
1457	TCGA-86-7954-01
1458	TCGA-E9-A1RB-01
1459	TCGA-AK-3465-01
1460	TCGA-EO-A3AS-01
1461	TCGA-IG-A51D-01
1462	TCGA-56-7823-01
1463	TCGA-EJ-7314-01
1464	TCGA-D7-5577-01
1465	TCGA-CA-6718-01
1466	TCGA-DA-A95X-06
1467	TCGA-CS-6666-01
1468	TCGA-IN-A6RL-01
1469	TCGA-E2-A14V-01
1470	TCGA-EL-A3GP-01
1471	TCGA-C5-A1M9-01
1472	TCGA-BC-A10T-01
1473	TCGA-DV-A4W0-01
1474	TCGA-EJ-5497-01
1475	TCGA-6D-AA2E-01
1476	TCGA-BR-4253-01
1477	TCGA-4Z-AA7R-01
1478	TCGA-A6-2684-01
1479	TCGA-UZ-A9PM-01
1480	TCGA-B0-5107-01
1481	TCGA-ER-A19J-06
1482	TCGA-R8-A6MO-01
1483	TCGA-55-8619-01
1484	TCGA-CW-6097-01
1485	TCGA-GN-A8LL-06
1486	TCGA-DD-AACP-01
1487	TCGA-CR-7371-01
1488	TCGA-CD-A486-01
1489	TCGA-D7-8574-01
1490	TCGA-61-2092-01
1491	TCGA-BL-A13J-01
1492	TCGA-55-6980-01
1493	TCGA-EJ-7125-01
1494	TCGA-D7-8573-01
1495	TCGA-AR-A24P-01
1496	TCGA-BI-A0VS-01
1497	TCGA-29-1703-01
1498	TCGA-FE-A3PD-01
1499	TCGA-25-1316-01
1500	TCGA-L6-A4ET-01
1501	TCGA-RB-AA9M-01
1502	TCGA-G4-6628-01
1503	TCGA-HC-7740-01
1504	TCGA-P5-A5EW-01
1505	TCGA-77-8138-01
1506	TCGA-DD-AAVW-01
1507	TCGA-EM-A2P0-01
1508	TCGA-A6-5656-01
1509	TCGA-HW-A5KL-01
1510	TCGA-EM-A3AI-01
1511	TCGA-BH-A0EI-01
1512	TCGA-VV-A86M-01
1513	TCGA-BC-A10W-01
1514	TCGA-ET-A4KQ-01
1515	TCGA-G3-AAV1-01
1516	TCGA-AJ-A3NE-01
1517	TCGA-39-5037-01
1518	TCGA-04-1347-01
1519	TCGA-E2-A1IL-01
1520	TCGA-AX-A2HH-01
1521	TCGA-G5-6233-01
1522	TCGA-55-8511-01
1523	TCGA-63-A5ML-01
1524	TCGA-AC-A62Y-01
1525	TCGA-O2-A52V-01
1526	TCGA-BH-A0W3-01
1527	TCGA-CN-A63V-01
1528	TCGA-S9-A6TZ-01
1529	TCGA-04-1341-01
1530	TCGA-B8-5549-01
1531	TCGA-5P-A9K0-01
1532	TCGA-DU-A6S3-01
1533	TCGA-DD-AAD8-01
1534	TCGA-LN-A9FR-01
1535	TCGA-LB-A7SX-01
1536	TCGA-DH-5142-01
1537	TCGA-2Z-A9J8-01
1538	TCGA-DD-A115-01
1539	TCGA-UY-A9PF-01
1540	TCGA-85-8354-01
1541	TCGA-L5-A8NL-01
1542	TCGA-A8-A095-01
1543	TCGA-EE-A3JD-06
1544	TCGA-BP-4985-01
1545	TCGA-AX-A3G3-01
1546	TCGA-E1-5304-01
1547	TCGA-55-6983-01
1548	TCGA-C8-A274-01
1549	TCGA-VN-A88R-01
1550	TCGA-B8-4148-01
1551	TCGA-13-0891-01
1552	TCGA-VR-A8EY-01
1553	TCGA-EX-A3L1-01
1554	TCGA-G3-AAV0-01
1555	TCGA-DU-8162-01
1556	TCGA-TM-A84H-01
1557	TCGA-A1-A0SQ-01
1558	TCGA-26-1442-01
1559	TCGA-B8-4151-01
1560	TCGA-BH-A0DK-01
1561	TCGA-56-A49D-01
1562	TCGA-49-AARQ-01
1563	TCGA-A6-6650-01
1564	TCGA-CN-A6UY-01
1565	TCGA-LN-A5U7-01
1566	TCGA-CC-A7IL-01
1567	TCGA-C4-A0F0-01
1568	TCGA-55-8097-01
1569	TCGA-E9-A1R0-01
1570	TCGA-HC-8216-01
1571	TCGA-LN-A49V-01
1572	TCGA-CF-A1HS-01
1573	TCGA-ED-A7PZ-01
1574	TCGA-69-7764-01
1575	TCGA-VQ-A8PQ-01
1576	TCGA-22-A5C4-01
1577	TCGA-AZ-6606-01
1578	TCGA-XP-A8T8-01
1579	TCGA-D3-A3CF-06
1580	TCGA-22-0940-01
1581	TCGA-D3-A8GO-06
1582	TCGA-B2-4102-01
1583	TCGA-CN-6023-01
1584	TCGA-CU-A3KJ-01
1585	TCGA-D8-A1XK-01
1586	TCGA-AR-A24W-01
1587	TCGA-IB-A7LX-01
1588	TCGA-34-5928-01
1589	TCGA-5P-A9JY-01
1590	TCGA-D3-A3C6-06
1591	TCGA-FG-6692-01
1592	TCGA-24-1425-01
1593	TCGA-EM-A3AO-01
1594	TCGA-61-2002-01
1595	TCGA-A8-A09I-01
1596	TCGA-56-8082-01
1597	TCGA-R6-A6KZ-01
1598	TCGA-MG-AAMC-01
1599	TCGA-A4-7286-01
1600	TCGA-KC-A7F6-01
1601	TCGA-4H-AAAK-01
1602	TCGA-85-8584-01
1603	TCGA-CV-A45Z-01
1604	TCGA-A6-A565-01
1605	TCGA-EE-A29W-06
1606	TCGA-DA-A1HV-06
1607	TCGA-CV-5443-01
1608	TCGA-39-5040-01
1609	TCGA-EL-A3CL-01
1610	TCGA-56-1622-01
1611	TCGA-DJ-A2PU-01
1612	TCGA-YL-A8SQ-01
1613	TCGA-XN-A8T5-01
1614	TCGA-DE-A4MB-01
1615	TCGA-FR-A3YO-06
1616	TCGA-BR-7715-01
1617	TCGA-EW-A1IX-01
1618	TCGA-FG-A70Y-01
1619	TCGA-UF-A7JJ-01
1620	TCGA-B8-5164-01
1621	TCGA-G9-6351-01
1622	TCGA-BJ-A2NA-01
1623	TCGA-RC-A6M3-01
1624	TCGA-GM-A2D9-01
1625	TCGA-EW-A1J2-01
1626	TCGA-BH-A0C1-01
1627	TCGA-G4-6626-01
1628	TCGA-WR-A838-01
1629	TCGA-CQ-5331-01
1630	TCGA-VS-A9V4-01
1631	TCGA-DB-A64Q-01
1632	TCGA-DU-6407-01
1633	TCGA-LL-A73Z-01
1634	TCGA-A6-6648-01
1635	TCGA-VQ-A924-01
1636	TCGA-4Z-AA87-01
1637	TCGA-CM-6675-01
1638	TCGA-HU-A4HD-01
1639	TCGA-C5-A8ZZ-01
1640	TCGA-A6-5667-01
1641	TCGA-NC-A5HR-01
1642	TCGA-E1-A7YU-01
1643	TCGA-73-4662-01
1644	TCGA-EM-A4FO-01
1645	TCGA-85-7710-01
1646	TCGA-HT-8111-01
1647	TCGA-EL-A3D0-01
1648	TCGA-DA-A95Y-06
1649	TCGA-63-A5MT-01
1650	TCGA-D3-A5GS-06
1651	TCGA-CF-A47Y-01
1652	TCGA-H7-8502-01
1653	TCGA-78-7148-01
1654	TCGA-E9-A5UP-01
1655	TCGA-AR-A254-01
1656	TCGA-E2-A14R-01
1657	TCGA-23-1110-01
1658	TCGA-2A-A8VT-01
1659	TCGA-HT-7687-01
1660	TCGA-RD-A8N5-01
1661	TCGA-FS-A4F5-06
1662	TCGA-64-1681-01
1663	TCGA-A8-A09N-01
1664	TCGA-2Z-A9JJ-01
1665	TCGA-F4-6808-01
1666	TCGA-CV-A45W-01
1667	TCGA-DK-A3WW-01
1668	TCGA-A2-A0CX-01
1669	TCGA-28-5220-01
1670	TCGA-46-3766-01
1671	TCGA-BH-A0H3-01
1672	TCGA-BH-A0B4-01
1673	TCGA-EJ-7321-01
1674	TCGA-95-7043-01
1675	TCGA-FE-A234-01
1676	TCGA-BP-4770-01
1677	TCGA-B9-4117-01
1678	TCGA-FG-8186-01
1679	TCGA-06-2570-01
1680	TCGA-D3-A5GU-06
1681	TCGA-FD-A6TI-01
1682	TCGA-56-6545-01
1683	TCGA-39-5029-01
1684	TCGA-EY-A548-01
1685	TCGA-BH-A0DH-01
1686	TCGA-CU-A0YN-01
1687	TCGA-55-7910-01
1688	TCGA-VQ-A8PF-01
1689	TCGA-EL-A3ZO-01
1690	TCGA-20-1684-01
1691	TCGA-E2-A14W-01
1692	TCGA-A8-A091-01
1693	TCGA-A8-A06T-01
1694	TCGA-P3-A6T7-01
1695	TCGA-3A-A9IX-01
1696	TCGA-IB-7890-01
1697	TCGA-GL-A9DE-01
1698	TCGA-VQ-A91A-01
1699	TCGA-A6-6137-01
1700	TCGA-LG-A6GG-01
