,Metric,Type
Gene_76,0.0831197561426577,STAD
Gene_77,-0.3537617695880703,STAD
Gene_78,0.265221948976181,STAD
Gene_79,0.2156899205228596,STAD
Gene_80,-0.0958948674451558,STAD
Gene_81,-0.0408247882485437,STAD
Gene_82,0.1822798520601041,STAD
Gene_83,0.1634086685233606,STAD
Gene_84,-0.0467951910479012,STAD
Gene_85,-0.2013191094944743,STAD
Gene_86,0.1703297222118669,STAD
Gene_87,-0.4390201527454632,STAD
Gene_88,0.0005462797080444,STAD
Gene_89,-0.233860966143532,STAD
Gene_90,-0.2738626404266576,STAD
Gene_91,-0.1570986104762732,STAD
Gene_92,0.0975871155361437,STAD
Gene_93,-0.2274371773437056,STAD
Gene_94,0.1331833037075593,STAD
Gene_95,-0.4472271460498351,STAD
Gene_96,-0.0080742373664731,STAD
Gene_97,-0.0232518492194374,STAD
Gene_98,-0.0753547685972058,STAD
Gene_99,0.2987039359447977,STAD
Gene_100,-0.2573534076534863,STAD
Gene_101,-0.094239962800326,STAD
Gene_102,-0.4617540972621278,STAD
Gene_103,0.1986727691050201,STAD
Gene_104,-0.4041118426455276,STAD
Gene_105,-0.1384881304893242,STAD
Gene_106,0.0830311915823954,STAD
Gene_107,-0.3142934344885195,STAD
Gene_108,0.087076811508716,STAD
Gene_109,0.0407724244009563,STAD
Gene_110,0.0246456648184954,STAD
Gene_111,0.0845894864365477,STAD
Gene_112,-0.0027198858249817,STAD
Gene_113,-0.069126080656135,STAD
Gene_114,-0.3611536482516417,STAD
Gene_115,-0.027723667302155,STAD
Gene_116,-0.0469809650386995,STAD
Gene_117,0.0297212503549087,STAD
Gene_118,0.1711550154721513,STAD
Gene_119,-0.3903252480416498,STAD
Gene_120,0.213601395776751,STAD
Gene_121,-0.0471731171811912,STAD
Gene_122,0.1452344418969178,STAD
Gene_123,0.0927266259450982,STAD
Gene_124,-0.1599964253307234,STAD
Gene_125,0.0137545538442214,STAD
Gene_126,0.021543892898098,STAD
Gene_127,-0.3283962223437271,STAD
Gene_128,-0.5338186630787931,STAD
Gene_129,-0.5060659526912188,STAD
Gene_130,-0.242227469291216,STAD
Gene_131,-0.4909376413357205,STAD
Gene_132,-0.0803759455995624,STAD
Gene_133,-0.3298570866462453,STAD
Gene_134,-0.2512453675902834,STAD
Gene_135,0.3163897557863078,STAD
Gene_136,0.2945714589020278,STAD
Gene_137,-0.0877727636359345,STAD
Gene_138,0.117477611471596,STAD
Gene_139,0.1783807475155601,STAD
Gene_140,0.0626128545759241,STAD
Gene_141,0.0193040165105242,STAD
Gene_142,-0.4490399141226606,STAD
Gene_143,-0.5572526345623454,STAD
Gene_144,0.2262369791383469,STAD
Gene_145,0.2465825294646218,STAD
Gene_146,-0.4424976039890323,STAD
Gene_147,-0.1464046417982473,STAD
Gene_148,0.0212093830726913,STAD
Gene_149,0.1916549689372954,STAD
Gene_150,0.0261525816005536,STAD
Gene_151,-0.115523563867663,STAD
Gene_152,0.0329860285508301,STAD
Gene_153,-0.353886411675246,STAD
Gene_154,-0.0236143087680275,STAD
Gene_155,0.0467779498186401,STAD
Gene_156,0.148109791496824,STAD
Gene_157,-0.0792164887659083,STAD
Gene_0,0.1238378486666081,CESC
Gene_1,0.1829339868273686,CESC
Gene_2,-0.1101713824188003,CESC
Gene_3,0.0145192069870645,CESC
Gene_4,-0.370928274301458,CESC
Gene_5,-0.2018992984138646,CESC
Gene_6,-0.2855504241497897,CESC
Gene_7,-0.0340704916523641,CESC
Gene_8,0.0285917758714129,CESC
Gene_9,-0.1581080932418521,CESC
Gene_10,0.0694550642431267,CESC
Gene_11,0.0734273146525965,CESC
Gene_12,-0.082109925827312,CESC
Gene_13,0.0187876809074133,CESC
Gene_14,0.0553367248294587,CESC
Gene_15,-0.3352610728833242,CESC
Gene_16,0.1192383879518367,CESC
Gene_17,-0.4447752377122212,CESC
Gene_18,-0.076962502258294,CESC
Gene_19,-0.342411543944521,CESC
Gene_20,0.0386162927267625,CESC
Gene_21,-0.0910553275771107,CESC
Gene_22,-0.202203161453094,CESC
Gene_23,0.0691870938070229,CESC
Gene_24,0.0907111787299407,CESC
Gene_25,-0.103212303451059,CESC
Gene_26,-0.3644141084384796,CESC
Gene_27,-0.3757567006198606,CESC
Gene_28,-0.3354806354842522,CESC
Gene_29,-0.0738597698557451,CESC
Gene_30,-0.0452144489548598,CESC
Gene_31,0.2009349201746783,CESC
Gene_32,-0.0622310680872255,CESC
Gene_33,-0.0896256454635931,CESC
Gene_34,0.0207222725020794,CESC
Gene_35,0.1122307362924519,CESC
Gene_36,0.1403663204475075,CESC
Gene_37,0.0131506411230433,CESC
Gene_38,-0.0212568969835548,CESC
Gene_39,0.1887480950215105,CESC
Gene_40,0.0624428459491664,CESC
Gene_41,-0.0420397932590743,CESC
Gene_42,-0.4681943353203042,CESC
Gene_43,-0.2237748078335968,CESC
Gene_44,0.0048456916589158,CESC
Gene_45,-0.023810477792711,CESC
Gene_46,0.1068809295441643,CESC
Gene_47,-0.0119117341680956,CESC
Gene_48,-0.0093826670679139,CESC
Gene_49,-0.3313525495689383,CESC
Gene_50,0.0193808660203953,CESC
Gene_51,-0.0955907192409562,CESC
Gene_52,0.1753221319251282,CESC
Gene_53,0.2436316059103625,CESC
Gene_54,-0.514873584663073,CESC
Gene_55,0.1707725055356925,CESC
Gene_56,0.0736399121834774,CESC
Gene_57,0.0387438683723499,CESC
Gene_58,-0.0073688834169814,CESC
Gene_59,-0.0398915365359444,CESC
Gene_60,-0.2922039750530708,CESC
Gene_61,-0.478467431446931,CESC
Gene_62,0.2560258498537371,CESC
Gene_63,0.0704314462397312,CESC
Gene_64,0.1810446462430707,CESC
Gene_65,0.359274250742071,CESC
Gene_66,-0.0522866090576505,CESC
Gene_67,-0.1292111013669686,CESC
Gene_68,0.0848302517628569,CESC
Gene_69,-0.3171492310664139,CESC
Gene_70,0.0718826181932494,CESC
Gene_71,-0.0319998140448574,CESC
Gene_72,0.229033681445974,CESC
Gene_73,-0.0428572882496926,CESC
Gene_74,-0.0278785492460549,CESC
Gene_75,-0.4965306985226479,CESC
Gene_76,-0.0780184978965702,CESC
Gene_77,-0.3473197197274386,CESC
Gene_78,0.0171195569207048,CESC
Gene_79,0.1208873356125862,CESC
Gene_80,-0.1725939515713165,CESC
Gene_81,-0.0565516396135983,CESC
Gene_82,-0.0348048509325855,CESC
Gene_83,0.2066718428078668,CESC
Gene_84,-0.0478470253722963,CESC
Gene_85,-0.0180496831018591,CESC
Gene_86,0.2390682170108889,CESC
Gene_87,-0.0966862352792048,CESC
Gene_88,0.1217306252620498,CESC
Gene_89,0.106636912399415,CESC
Gene_90,-0.0098170783409978,CESC
Gene_91,-0.0551315379783287,CESC
Gene_92,0.049974905484964,CESC
Gene_93,-0.0926327980755748,CESC
Gene_94,0.0059501397688121,CESC
Gene_95,-0.115995341845109,CESC
Gene_96,0.1647145150213466,CESC
Gene_97,0.0134011079492223,CESC
Gene_98,0.033451843383153,CESC
Gene_99,0.1061978856478657,CESC
Gene_100,0.0556469015175284,CESC
Gene_101,-0.2267782926892616,CESC
Gene_102,-0.0458252165575823,CESC
Gene_103,0.13097473391552,CESC
Gene_104,-0.2366685157719776,CESC
Gene_105,-0.0601022309187761,CESC
Gene_106,-0.0187884583533161,CESC
Gene_107,-0.2940612841230421,CESC
Gene_108,0.1780944511893415,CESC
Gene_109,-0.1406160151530402,CESC
Gene_110,-0.065035218949348,CESC
Gene_111,0.1349624879058955,CESC
Gene_112,-0.0322416128799736,CESC
Gene_113,-0.1411527052406588,CESC
Gene_114,-0.458587290821922,CESC
Gene_115,0.0839452574689982,CESC
Gene_116,-0.0794151153163251,CESC
Gene_117,-0.1148561502019002,CESC
Gene_118,0.0991619040423517,CESC
Gene_119,-0.0679319094193174,CESC
Gene_120,0.1606873031315743,CESC
Gene_121,0.1237378693894088,CESC
Gene_122,0.0465307294616906,CESC
Gene_123,0.0544363916378874,CESC
Gene_124,-0.0321991385057797,CESC
Gene_125,0.2085242075933499,CESC
Gene_126,0.1140169045125149,CESC
Gene_127,-0.0632589941390595,CESC
Gene_128,-0.533477245629242,CESC
Gene_129,-0.1633575807116362,CESC
Gene_130,-0.0929283753459164,CESC
Gene_131,-0.0693336608505562,CESC
Gene_132,0.0886828322841786,CESC
Gene_133,-0.1595916034731306,CESC
Gene_134,-0.0879397861674637,CESC
Gene_135,0.1739384799596936,CESC
Gene_136,0.0007554245007484,CESC
Gene_137,0.0411378246164243,CESC
Gene_138,0.2252095486422803,CESC
Gene_139,0.1951336749343437,CESC
Gene_140,0.1044900697415633,CESC
Gene_141,0.1791162549705967,CESC
Gene_142,-0.4143053764435673,CESC
Gene_143,-0.2666008374281314,CESC
Gene_144,0.0088367635436642,CESC
Gene_145,0.278603288486325,CESC
Gene_146,-0.4589236838958577,CESC
Gene_147,-0.1465912527576107,CESC
Gene_148,0.0158828742050959,CESC
Gene_149,0.0899679112867181,CESC
Gene_150,-0.0219469193088558,CESC
Gene_151,0.2271006686601354,CESC
Gene_152,0.1511809579383024,CESC
Gene_153,-0.071592427612883,CESC
Gene_154,-0.0841497316693949,CESC
Gene_155,0.061234688389546,CESC
Gene_156,0.023033111231625,CESC
Gene_157,-0.1482894664324187,CESC
Gene_0,-0.07552595356675,CRC
Gene_1,-0.0024184851447335,CRC
Gene_2,-0.2319326075918409,CRC
Gene_3,-0.1606478278103515,CRC
Gene_4,-0.5578094762211918,CRC
Gene_5,-0.5499539197579296,CRC
Gene_6,-0.4194577959366526,CRC
Gene_7,-0.2920771615126248,CRC
Gene_8,0.0735211030796482,CRC
Gene_9,-0.3393571565342967,CRC
Gene_10,-0.0146426889592748,CRC
Gene_11,-0.0516756126281088,CRC
Gene_12,-0.4317525890544182,CRC
Gene_13,-0.0231620903092335,CRC
Gene_14,-0.2328512120443004,CRC
Gene_15,-0.0498359674456056,CRC
Gene_16,0.1486335967465176,CRC
Gene_17,-0.476373208478321,CRC
Gene_18,-0.1042169242625294,CRC
Gene_19,-0.5292195080603199,CRC
Gene_20,0.0556207205681346,CRC
Gene_21,-0.3517339786270463,CRC
Gene_22,-0.4812884802973294,CRC
Gene_23,0.0984572693114889,CRC
Gene_24,0.1173355865217301,CRC
Gene_25,-0.4828578724794545,CRC
Gene_26,-0.4948346360614201,CRC
Gene_27,-0.4367038234517526,CRC
Gene_28,-0.4441459223701919,CRC
Gene_29,-0.4180836407043375,CRC
Gene_30,0.0493494702187818,CRC
Gene_31,0.1398145247969433,CRC
Gene_32,-0.4143617610817939,CRC
Gene_33,-0.0207534183070673,CRC
Gene_34,-0.2775208225474056,CRC
Gene_35,-0.3899689832883895,CRC
Gene_36,0.0060642986920796,CRC
Gene_37,-0.2198427134999719,CRC
Gene_38,-0.1962918386457846,CRC
Gene_39,0.1574453257890962,CRC
Gene_40,0.0053396459009179,CRC
Gene_41,-0.0807385541937616,CRC
Gene_42,-0.4144626099665602,CRC
Gene_43,-0.5054119044543066,CRC
Gene_44,0.0615168648723726,CRC
Gene_45,0.086440093358284,CRC
Gene_46,0.1150814277921851,CRC
Gene_47,-0.488556104356502,CRC
Gene_48,-0.2407888305241714,CRC
Gene_49,-0.4260228708093508,CRC
Gene_50,-0.1129442573311192,CRC
Gene_51,-0.0411782407034442,CRC
Gene_52,0.185896525472235,CRC
Gene_53,-0.035366008673334,CRC
Gene_54,-0.5463612074219423,CRC
Gene_55,0.0959337581797372,CRC
Gene_56,0.1587882565936919,CRC
Gene_57,-0.000857254597555,CRC
Gene_58,0.043846198005207,CRC
Gene_59,-0.4824018455461325,CRC
Gene_60,-0.3693661246398987,CRC
Gene_61,-0.5875022679125136,CRC
Gene_62,0.0743091551064128,CRC
Gene_63,-0.4680768972137092,CRC
Gene_64,0.0445952639497823,CRC
Gene_65,0.0741093830134089,CRC
Gene_66,-0.3794043911116596,CRC
Gene_67,-0.2921055644923382,CRC
Gene_68,0.1000237855129382,CRC
Gene_69,-0.3212083915940085,CRC
Gene_70,0.2326386959428016,CRC
Gene_71,-0.0699038021730961,CRC
Gene_72,0.275016504647902,CRC
Gene_73,-0.1215408192462428,CRC
Gene_74,-0.1824881912423923,CRC
Gene_75,-0.4901149074087454,CRC
Gene_76,0.0990731412237695,CRC
Gene_77,-0.4008145598288101,CRC
Gene_78,0.1355319269707951,CRC
Gene_79,0.1711008499308668,CRC
Gene_80,-0.2664258386706428,CRC
Gene_81,-0.3522156678788382,CRC
Gene_82,-0.0690675282285758,CRC
Gene_83,0.2202415805725104,CRC
Gene_84,-0.2474270892405364,CRC
Gene_85,-0.2838315172002937,CRC
Gene_86,0.0328808750076425,CRC
Gene_87,-0.4385954979934756,CRC
Gene_88,-0.0853597837715938,CRC
Gene_89,-0.1191096516410445,CRC
Gene_90,-0.2551797815280985,CRC
Gene_91,0.038755843235411,CRC
Gene_92,0.0285827131685067,CRC
Gene_93,-0.2695016374576801,CRC
Gene_94,-0.0521178815412184,CRC
Gene_95,-0.3799982399771541,CRC
Gene_96,0.052426162170445,CRC
Gene_97,0.0948940274694052,CRC
Gene_98,-0.3521129221129029,CRC
Gene_99,0.1933418016480874,CRC
Gene_100,-0.3001362359506438,CRC
Gene_101,-0.2192581692794494,CRC
Gene_102,-0.4142263745640015,CRC
Gene_103,0.049369348506669,CRC
Gene_104,-0.3647564768500683,CRC
Gene_105,-0.1177507848011075,CRC
Gene_106,0.1756005496601295,CRC
Gene_107,-0.4079508207793121,CRC
Gene_108,0.0420516900504475,CRC
Gene_109,-0.0208841006361469,CRC
Gene_110,-0.1394979046583226,CRC
Gene_111,0.0493415922886392,CRC
Gene_112,-0.047844678003312,CRC
Gene_113,-0.0366564043888492,CRC
Gene_114,-0.4907902149153165,CRC
Gene_115,-0.236276094760853,CRC
Gene_116,-0.1167764723191253,CRC
Gene_117,-0.0310251322836302,CRC
Gene_118,0.05161177406936,CRC
Gene_119,-0.3859511852474901,CRC
Gene_120,0.1671647585146054,CRC
Gene_121,-0.288966193555667,CRC
Gene_122,-0.024797938681075,CRC
Gene_123,0.1778212442706593,CRC
Gene_124,-0.215959866459914,CRC
Gene_125,0.091085286224464,CRC
Gene_126,-0.0137619937042645,CRC
Gene_127,-0.5538485547669795,CRC
Gene_128,-0.5712308472176691,CRC
Gene_129,-0.4938626076299173,CRC
Gene_130,-0.1201109207230396,CRC
Gene_131,-0.4622260968827468,CRC
Gene_132,0.0029811107114509,CRC
Gene_133,-0.3966934675555131,CRC
Gene_134,-0.3472652999542365,CRC
Gene_135,0.3099148074712359,CRC
Gene_136,0.200677569381334,CRC
Gene_137,-0.2230024446734808,CRC
Gene_138,0.2214897030296023,CRC
Gene_139,0.0050701612981575,CRC
Gene_140,-0.0634777978982393,CRC
Gene_141,-0.2156153103995449,CRC
Gene_142,-0.4644833742467623,CRC
Gene_143,-0.4687329244196822,CRC
Gene_144,0.0734393317009802,CRC
Gene_145,0.2377344560355279,CRC
Gene_146,-0.4808387918841151,CRC
Gene_147,-0.2319942734625267,CRC
Gene_148,-0.1513197294773392,CRC
Gene_149,0.1000312968624591,CRC
Gene_150,-0.0652425374664718,CRC
Gene_151,-0.0387161451696585,CRC
Gene_152,-0.0076748240792881,CRC
Gene_153,-0.3288682960409116,CRC
Gene_154,-0.1084469792271722,CRC
Gene_155,0.0517222170055062,CRC
Gene_156,0.1202443661493362,CRC
Gene_157,-0.14335705194657,CRC
Gene_0,0.2773835125589635,KIRC
Gene_1,0.2432723326884657,KIRC
Gene_2,-0.2124577845224595,KIRC
Gene_3,-0.0204056835804525,KIRC
Gene_4,-0.4130379540912252,KIRC
Gene_5,-0.4920177992798229,KIRC
Gene_6,-0.2971715701899948,KIRC
Gene_7,-0.0888355421381057,KIRC
Gene_8,0.2504204394591283,KIRC
Gene_9,0.0097254306399725,KIRC
Gene_10,-0.2843201030744664,KIRC
Gene_11,-0.0277617783760383,KIRC
Gene_12,-0.1084751486370465,KIRC
Gene_13,0.0791846312341139,KIRC
Gene_14,-0.2108211451529303,KIRC
Gene_15,-0.1385707630465208,KIRC
Gene_16,-0.1507800225807845,KIRC
Gene_17,-0.3318119366746744,KIRC
Gene_18,0.1198338238892113,KIRC
Gene_19,-0.3308668940313902,KIRC
Gene_20,0.1215133275583681,KIRC
Gene_21,0.0090762841921091,KIRC
Gene_22,-0.1999385157513822,KIRC
Gene_23,-0.1060890795985543,KIRC
Gene_24,0.0805224626120118,KIRC
Gene_25,0.0323415464401556,KIRC
Gene_26,-0.0661450929389805,KIRC
Gene_27,-0.1678128914978288,KIRC
Gene_28,-0.2020146537553982,KIRC
Gene_29,-0.0093248262655202,KIRC
Gene_30,-0.1583640585769326,KIRC
Gene_31,0.1137598652720078,KIRC
Gene_32,-0.0364807408099224,KIRC
Gene_33,-0.1785898326051286,KIRC
Gene_34,0.0581968896707524,KIRC
Gene_35,-0.0750692923979449,KIRC
Gene_36,0.0613772827614335,KIRC
Gene_37,-0.0170762730418192,KIRC
Gene_38,0.127379783981836,KIRC
Gene_39,0.102283803402167,KIRC
Gene_40,-0.1430872082142666,KIRC
Gene_41,0.1643416438157122,KIRC
Gene_42,-0.3031766804319384,KIRC
Gene_43,-0.239894330332797,KIRC
Gene_44,0.0488912422824401,KIRC
Gene_45,0.1369635720214106,KIRC
Gene_46,0.0859357140983406,KIRC
Gene_47,0.0078539815864117,KIRC
Gene_48,0.0040919594794213,KIRC
Gene_49,-0.3271829392272753,KIRC
Gene_50,-0.0562324664297646,KIRC
Gene_51,-0.2679022558293888,KIRC
Gene_52,-0.0260521937038502,KIRC
Gene_53,0.1166280565109572,KIRC
Gene_54,-0.3995138973717301,KIRC
Gene_55,0.1296790183770478,KIRC
Gene_56,-0.0457542091379964,KIRC
Gene_57,0.0731610597705839,KIRC
Gene_58,-0.1194775014014876,KIRC
Gene_59,-0.0859916541935931,KIRC
Gene_60,-0.1718456441902764,KIRC
Gene_61,-0.383060982338215,KIRC
Gene_62,0.1944212360398579,KIRC
Gene_63,-0.0883667200691445,KIRC
Gene_64,0.1571397689180587,KIRC
Gene_65,0.0097571867477612,KIRC
Gene_66,-0.1122924779863961,KIRC
Gene_67,-0.1814718149176012,KIRC
Gene_68,-0.0454553868618897,KIRC
Gene_69,0.1278205016662486,KIRC
Gene_70,0.1756840460036918,KIRC
Gene_71,0.0652068781315322,KIRC
Gene_72,0.0361872340231703,KIRC
Gene_73,-0.2294726807884611,KIRC
Gene_74,-0.0860082773035791,KIRC
Gene_75,-0.2746191019929671,KIRC
Gene_76,-0.4130845596866218,KIRC
Gene_77,-0.3361139730006902,KIRC
Gene_78,0.2609900110732064,KIRC
Gene_79,0.284717541998808,KIRC
Gene_80,-0.0136697820568363,KIRC
Gene_81,0.0464752876287923,KIRC
Gene_82,0.0196396650527139,KIRC
Gene_83,-0.026340647099012,KIRC
Gene_84,0.2484517425076439,KIRC
Gene_85,-0.0768832027930197,KIRC
Gene_86,-0.0655857441841367,KIRC
Gene_87,-0.2662907928698025,KIRC
Gene_88,0.17075571699129,KIRC
Gene_89,0.029577060291318,KIRC
Gene_90,-0.0858352210827825,KIRC
Gene_91,0.101711480851824,KIRC
Gene_92,-0.0692498109439116,KIRC
Gene_93,-0.0348930844256945,KIRC
Gene_94,0.1035532491174634,KIRC
Gene_95,0.0335307595824098,KIRC
Gene_96,0.0651392351692317,KIRC
Gene_97,0.1810458699975949,KIRC
Gene_98,0.157969883764851,KIRC
Gene_99,0.0822716904043247,KIRC
Gene_100,-0.159081823644462,KIRC
Gene_101,-0.123532053188623,KIRC
Gene_102,-0.175078812004356,KIRC
Gene_103,0.0611528612800857,KIRC
Gene_104,-0.1747304732402716,KIRC
Gene_105,-0.1118524097880627,KIRC
Gene_106,0.0368806468893428,KIRC
Gene_107,-0.4282056395525292,KIRC
Gene_108,0.0719656132151376,KIRC
Gene_109,-0.3590045273687916,KIRC
Gene_110,0.1482904940175706,KIRC
Gene_111,-0.2125018657608427,KIRC
Gene_112,0.0900505242756404,KIRC
Gene_113,-0.0453262826019199,KIRC
Gene_114,-0.4613356946586738,KIRC
Gene_115,-0.0255377166437782,KIRC
Gene_116,-0.135580252156869,KIRC
Gene_117,0.1868569287711527,KIRC
Gene_118,0.1539830396385501,KIRC
Gene_119,-0.1355906635099596,KIRC
Gene_120,0.1414406878275713,KIRC
Gene_121,0.1516170973233928,KIRC
Gene_122,-0.1141707838434659,KIRC
Gene_123,-0.0271008079872988,KIRC
Gene_124,0.073468338962907,KIRC
Gene_125,0.1311680085809445,KIRC
Gene_126,0.1176934967302689,KIRC
Gene_127,-0.3033509290487532,KIRC
Gene_128,-0.2771077041955892,KIRC
Gene_129,-0.1512919855549022,KIRC
Gene_130,-0.1179690363935639,KIRC
Gene_131,-0.1600592449448758,KIRC
Gene_132,0.0629705431979184,KIRC
Gene_133,-0.3083089541271991,KIRC
Gene_134,-0.2477075052471026,KIRC
Gene_135,-0.0471032779116091,KIRC
Gene_136,-0.0985323595810277,KIRC
Gene_137,-0.2338858921062209,KIRC
Gene_138,0.1299784693764497,KIRC
Gene_139,-0.0274106873794284,KIRC
Gene_140,-0.1034085643686998,KIRC
Gene_141,0.005546701677672,KIRC
Gene_142,-0.3680308403463051,KIRC
Gene_143,-0.360237461823175,KIRC
Gene_144,0.1510652030804071,KIRC
Gene_145,-0.2102828149894157,KIRC
Gene_146,-0.4512158890847667,KIRC
Gene_147,-0.1937925906232633,KIRC
Gene_148,0.0453219516643427,KIRC
Gene_149,0.0432132552917405,KIRC
Gene_150,-0.128641595911872,KIRC
Gene_151,0.0139717386658955,KIRC
Gene_152,-0.0154266547001318,KIRC
Gene_153,-0.1264632076607161,KIRC
Gene_154,-0.0045268098246307,KIRC
Gene_155,-0.1095788595811034,KIRC
Gene_156,0.1868092770704372,KIRC
Gene_157,-0.0576446904011579,KIRC
Gene_0,0.0968621016989921,LUAD
Gene_1,0.169966035505561,LUAD
Gene_2,-0.2505969187350244,LUAD
Gene_3,0.1719616564454859,LUAD
Gene_4,-0.3032657937183843,LUAD
Gene_5,-0.3999513774656423,LUAD
Gene_6,-0.3559502775892976,LUAD
Gene_7,-0.1052823507113687,LUAD
Gene_8,0.1167575087510751,LUAD
Gene_9,-0.1985292611003394,LUAD
Gene_10,0.0953434541598255,LUAD
Gene_11,-0.2499868808025566,LUAD
Gene_12,0.0102779084199257,LUAD
Gene_13,-0.0328442791396579,LUAD
Gene_14,-0.3026453329613989,LUAD
Gene_15,-0.0275888605009989,LUAD
Gene_16,-0.1093223908305698,LUAD
Gene_17,-0.3829103109347684,LUAD
Gene_18,0.0050285795131134,LUAD
Gene_19,-0.1699729729433974,LUAD
Gene_20,0.0539555264727502,LUAD
Gene_21,-0.0720304070702774,LUAD
Gene_22,-0.2506853468487524,LUAD
Gene_23,0.1451716736367028,LUAD
Gene_24,0.1890361089610873,LUAD
Gene_25,-0.3749988962967959,LUAD
Gene_26,-0.4165804942243729,LUAD
Gene_27,-0.413201367211717,LUAD
Gene_28,-0.5370077777756656,LUAD
Gene_29,-0.2440295975670968,LUAD
Gene_30,0.0719847024663068,LUAD
Gene_31,0.3117375867026523,LUAD
Gene_32,-0.4802451213093993,LUAD
Gene_33,-0.1179403044211298,LUAD
Gene_34,-0.0713215405236345,LUAD
Gene_35,-0.0240402871986746,LUAD
Gene_36,0.2072947556464226,LUAD
Gene_37,-0.1336203764171012,LUAD
Gene_38,-0.199195462925975,LUAD
Gene_39,-0.0395867335857927,LUAD
Gene_40,0.020054667307912,LUAD
Gene_41,0.1959074207426045,LUAD
Gene_42,-0.5439182645795527,LUAD
Gene_43,-0.202046255562195,LUAD
Gene_44,-0.0101313947149514,LUAD
Gene_45,0.0099335569134578,LUAD
Gene_46,0.3021049970042315,LUAD
Gene_47,-0.1545122593525623,LUAD
Gene_48,-0.0842199125847167,LUAD
Gene_49,-0.0054392277714154,LUAD
Gene_50,-0.2594618859782452,LUAD
Gene_51,-0.0343139385430585,LUAD
Gene_52,-0.0630768334255648,LUAD
Gene_53,0.1245089331358458,LUAD
Gene_54,-0.565563628518753,LUAD
Gene_55,0.2567893111722832,LUAD
Gene_56,0.0603313276750218,LUAD
Gene_57,0.0712622307373855,LUAD
Gene_58,0.0466237503054559,LUAD
Gene_59,-0.1610188029838774,LUAD
Gene_60,-0.3709891715026801,LUAD
Gene_61,-0.5721599458407395,LUAD
Gene_62,0.2778675659773113,LUAD
Gene_63,-0.1225675528372425,LUAD
Gene_64,0.1934461188872493,LUAD
Gene_65,0.24207096080674,LUAD
Gene_66,-0.0941752564171151,LUAD
Gene_67,0.0642118699280981,LUAD
Gene_68,0.1982584333323452,LUAD
Gene_69,-0.2300128920948336,LUAD
Gene_70,0.2033932915495099,LUAD
Gene_71,0.1474259752251986,LUAD
Gene_72,0.090049459578747,LUAD
Gene_73,-0.0302633730415838,LUAD
Gene_74,0.0685386922376164,LUAD
Gene_75,-0.3985578749574441,LUAD
Gene_76,0.0088151322251887,LUAD
Gene_77,-0.2971127290657077,LUAD
Gene_78,0.267100397239461,LUAD
Gene_79,0.2805257735582168,LUAD
Gene_80,-0.0523051867207724,LUAD
Gene_81,0.0161509492826011,LUAD
Gene_82,0.1711638347451014,LUAD
Gene_83,0.1335844579561048,LUAD
Gene_84,-0.1168751076864688,LUAD
Gene_85,-0.140102405240899,LUAD
Gene_86,0.0964581689911664,LUAD
Gene_87,-0.2568893179491717,LUAD
Gene_88,0.0871728650554586,LUAD
Gene_89,0.1684817387930747,LUAD
Gene_90,-0.0994503320802685,LUAD
Gene_91,-0.1753034267607353,LUAD
Gene_92,0.051133381459112,LUAD
Gene_93,-0.0791733759503749,LUAD
Gene_94,-0.0128995754633837,LUAD
Gene_95,-0.3673159155819271,LUAD
Gene_96,0.0275654632131359,LUAD
Gene_97,0.0660880736226007,LUAD
Gene_98,-0.0858271874977229,LUAD
Gene_99,0.31254833435428,LUAD
Gene_100,-0.0543275769250202,LUAD
Gene_101,-0.0676033313918123,LUAD
Gene_102,-0.1513531891665293,LUAD
Gene_103,-0.078619426390379,LUAD
Gene_104,-0.0953284486670712,LUAD
Gene_105,-0.2582633990696867,LUAD
Gene_106,-0.0363075319284765,LUAD
Gene_107,-0.3123183703217962,LUAD
Gene_108,0.2849696891423,LUAD
Gene_109,0.0008616673397351,LUAD
Gene_110,-0.0128952689563988,LUAD
Gene_111,0.0461167529933896,LUAD
Gene_112,-0.0086412887094853,LUAD
Gene_113,-0.0747033613925276,LUAD
Gene_114,-0.3992409922443897,LUAD
Gene_115,-0.1569309593389343,LUAD
Gene_116,-0.1428337213906529,LUAD
Gene_117,0.2219861008837648,LUAD
Gene_118,0.1362882457299432,LUAD
Gene_119,-0.1864426234057725,LUAD
Gene_120,0.1608067098550606,LUAD
Gene_121,0.0616156011806402,LUAD
Gene_122,0.0584369554706094,LUAD
Gene_123,0.0650268401587833,LUAD
Gene_124,-0.1242636321310425,LUAD
Gene_125,0.0600690747972704,LUAD
Gene_126,0.0494897176647455,LUAD
Gene_127,0.1304964171242939,LUAD
Gene_128,-0.5174702656116635,LUAD
Gene_129,-0.1093214688419005,LUAD
Gene_130,-0.0359098273696704,LUAD
Gene_131,-0.1468475514246708,LUAD
Gene_132,0.1464910090937193,LUAD
Gene_133,-0.1893971423029365,LUAD
Gene_134,-0.1671256526605842,LUAD
Gene_135,0.2188326554465237,LUAD
Gene_136,0.0646508504915809,LUAD
Gene_137,-0.1898179621610018,LUAD
Gene_138,0.0753429724634731,LUAD
Gene_139,0.1069988220992093,LUAD
Gene_140,0.121674311747395,LUAD
Gene_141,-0.1392867530480053,LUAD
Gene_142,-0.3211732646727788,LUAD
Gene_143,-0.4781801762275655,LUAD
Gene_144,0.0890032048598044,LUAD
Gene_145,0.115966894698631,LUAD
Gene_146,-0.5140813113078349,LUAD
